qid,query,type
2155,How many games could you buy to go with your PS3 when it launched in North America?,Span
2156,How many titles did the PS3 launch with in Europe?,Span
2157,What's the name of the sequel game to MotorStorm?,Span
2158,What company developed the game Ridge Racer 7?,Span
2159,What game won GameSpot's Game of the Year title for 2006?,Span
2160,Who filed a lawsuit over Survivor?,Span
2161,What album caused a lawsuit to be filed in 2001?,Span
2162,"""Charlie's Angels"" featured which single from the band members?",Span
2163,"How many weeks did their single ""Independent Women Part I"" stay on top?",Span
2164,Independent Women Part I was on which 2000 film's soundtrack?,Span
2165,How old was the mass reformed by Paul VI?,Span
2166,Who unified two previous popes views of the Roman Catholic Mass?,Span
2167,What type of language did Paul Vi's reforms approve for use in the Catholic mass?,Span
2168,What type of music was used in traditional mass?,Span
2169,In what year were the various versions of the Catholic mass finally synthesized? ,Span
2170,What test is designed to test the fitness of airmen in the USAF? ,Span
2171,What is the more strict program that the USAF adopted in 2010 called?,Span
2172,What is a passing score on the US Air Force Fitness Test? ,Span
2173,What score must an airman get on the US Air Force Fitness test to be able to opt out of one of the mandatory twice a year retests? ,Span
2174,How long is the run that the USAF airmen are tested on for the fitness program? ,Span
2175,What distinctive change did Chapman make to the Arsenal shirts?,Span
2176,What brighter shade of red did Chapman adopt?,Span
2177,What manager updated the players uniforms in 1933?,Span
2178,What did Arsenal want to commemorate by wearing dark red shirts in their last season at Highbury?,Span
2179,For what style of shirts Arsenal known ?,Span
2180,Who decided if a student earned a law degree in undergraduate madaris?,Span
2181,What scientific discipline is still taught in modern madaris?,Span
2182,What is considered the most famous madrasa?,Span
2183,What field does the ijazah signify expertise in?,Span
2184,What was the purpose of studying natural sciences in madaris?,Span
2185,Which mountains associated with the USA were formed near the equator on  Pangaea during the Devonian?,Span
2186,Which continent was formed from the meeting of Laurentia and Baltica?,Span
2187,What was the largest ocean referred to that existed in the Devonian period?,Span
2188,What theory did Erasmus Darwin outline in the 1790s?,Span
2189,What is the process of adapting to the environment and inheriting changes through use or disuse called?,Span
2190,Whose paleontology work in the 1790s established the reality of extinction?,Span
2191,What was the name of the scientist who developed and published a more complex version of Erasmus Darwin's theory in 1809?,Span
2192,What was the name of Charles Darwin's grandfather?,Span
2193,Which sedimentary beds were created in the dry areas of Euramerica in the Devonian period?,Span
2194,During what time period was the Devonian era?,Span
2195,What music group did Kanye join when he couldn't release his solo album?,Span
2196,Who were the beats Kanye made in the 90's originally intended for?,Span
2197,In what time period did Kanye begin producing?,Span
2198,What year did Taiwan begin teaching Hokkien in schools?,Span
2199,What is the name of the standard Hokkien pronunciation and romanization guide?,Span
2200,What year did it become mandatory to teach Hokkien in Taiwan schools?,Span
2201,What year did the Ministry of Education develope tai-lo?,Span
2202,When did Taiwanese Hokkien have a fast change in development?,Span
2203,What year was the first Go-Getters album released? ,Span
2204,What late 1990s Chicago rap group was Kanye West a member of?,Span
2205,What reason did David Buffett give for Norfolk Island surrendering its' tax-free status?,Span
2206,What type of services were Norfolk Island inhabitants unable to receive prior to this announcement?,Span
2207,Who is the Chief Minister of Norfolk Island?,Span
2208,How many SNES units were sold in the US overall?,Span
2209,Norfolk Island inhabitants and visitors don't pay what?,Span
2210,When will income tax be introduced on Norfolk Island?,Span
2211,What market did the Genesis target?,Span
2212,How much of the US 16-bit console market did the Genesis have in summer 1992?,Span
2213,What game was key to the SNES's success?,Span
2214,How much sooner than the Genesis did the Street Fighter II game come out for SNES?,Span
2215,"What event caused sea levels to decrease approximately 100,000 years ago?",Span
2216,How many meters thick is the bedrock under Miami at its maximum?,Span
2217,What is another name for Miami limestone?,Span
2218,"What Stage occurred approximately 130,000 years ago?",Span
2219,How many meters did the Sangamonian Stage raise sea levels compared to their present level?,Span
2220,What did Captain Damian do after his arrival?,Span
2221,in What year did Quiroga complete his pacification?,Span
2222,In what year did Jose de Quiroga arrive?,Span
2223,How did the East India Company handle trade in Bengal?,Span
2224,What type of land taxation system did the East India Company instigate in Bengal?,Span
2225,When did Captain Damian de Esplana arrive?,Span
2226,Who was the first Spanish Governor of Guam?,Span
2227,What ruler opposed the British use of permits and ended up at war?,Span
2228,Who did the East India Company appoint as Governor of Bengal?,Span
2229,What British company was heavily involved in the defeat of the Nawab's forces?,Span
2230,How many British troops fought at king's Mountain?,Span
2231,Who was north carolina seeking independence from in 1776?,Span
2232,What year did North Carolina instruct its delegates to vote for independence?,Span
2233,How many North Carolina mountain men fought at King's Mountain?,Span
2234,What year was Americas Victory at King's Mountain?,Span
2235,What is a notable masterpiece of the International Gothic style?,Span
2236,"Along with the Trecento, what period occurred in Italy during the Late Middle Ages?",Span
2237,Who produced most of the Hispano-Moresque pottery?,Span
2238,What is a notable piece of surviving Late Middle Age royal plate?,Span
2239,Around what year did the International Gothic style flourish?,Span
2240,"The ""Seven Weeks War"" was between which two countries?",Span
2241,"In peacetime, what the approximate number of French soldiers?",Span
2242,Who reformed the low numbers of troops by implementing universal conscription?,Span
2243,Veterans of the French Army had prviously fought in which war in Italy?,Span
2244,"If a citizen was for some reason not conscripted, in what militia were they were registered?",Span
2245,The agreement between the Nazis and the Soviets split what countries up?,Span
2246,Who broke the agreement with the invasion of Bukovina?,Span
2247,Who invaded Poland after the Nazi’s?,Span
2248,Salla is located in what country?,Span
2249,Which countries were taken over by the Soviets?,Span
2250,Who changed the dynamics of the singers back to mostly female?,Span
2251,Who included Madonna as the most powerful woman of the century?,Span
2252,Who is the director of the curator of Rock and Roll Hall of Fame and Museum?,Span
2253,Who is the other woman who earned the title?,Span
2254,A lot of modern pop artist grew up listening to whom?,Span
2255,What popular uprising occurred in France during this period?,Span
2256,What Italian city experienced a popular revolt?,Span
2257,What English popular revolt took place during this period?,Span
2258,When did the Black Death start?,Span
2259,How many million people died from the Black Death?,Span
2260,Which Spielberg films has Tom Hanks been in?,Span
2261,Which Spielberg films has Dreyfuss been in?,Span
2262,"Who was Ford going to play in E.T., until the scene was removed?",Span
2263,Which Spielberg films has Tom Cruise been in?,Span
2264,Which Spielberg TV shows has Frank Welker been a voice actor for?,Span
2265,What is Crohn's disease?,Span
2266,What couldn't Eisenhower move as a result of his stroke?,Span
2267,What caused Eisenhower's stroke of 1957?,Span
2268,Where was Eisenhower when he suffered a stroke in 1957?,Span
2269,"Why did Eisenhower need surgery on June 9, 1956?",Span
2270,What nation did the Ottoman empire align with in the 20th century?,Span
2271,What process did haruspicy use to divine the will of the gods?,Span
2272,What type of diviners did the armies use to determine the will of the gods?,Span
2273,What type of private  individual had several generals and politicians used to validate their actions?,Span
2274,To which group can haruspicy to traced?,Span
2275,What was the capital of the Ottoman empire?,Span
2276,What Ottoman empire controlled lands contributed to the centre of transactions between East and West ?,Span
2277,When did the Ottoman empire decline?,Span
2278,Which of the entrails was especially important to augury?,Span
2279,What led to the decline of the Ottoman empire?,Span
2280,Why are the Jehovah's Witnesses reluctant to alert authorities to abuse?,Span
2281,What have courts in both the UK and the US found the Watch Tower Society to have been for failing to protect children from sexual predators within the congregation?,Span
2282,"Of the 1006 alleged perpetrators of child sexual abuse identified by Jehovah's Witnesses within their organization since 1950, how many were reported to secular authorities?",Span
2283,How much has the Society reportedly paid to settle lawsuits without admitting any wrongdoing?,Span
2284,What has the Jehovah's Witnesses failure to report to authorities been criticized? ,Span
2285,"After his death, how was the emperor's afterlife decided?",Span
2286,What did emperors before Diocletian try to guarantee in religion? ,Span
2287,"As first citizen, what must the emperor's mores represent?",Span
2288,What was the emperor's rule in Rome?,Span
2289,"As a living divus, what was the emperor to Rome?",Span
2290,Who is the Judiciary system made up of?,Span
2291,Who is the head of state appointed by the President of India?,Span
2292,How long are the terms of office?,Span
2293,What does the Himachal legislature consist of?,Span
2294,Who presides over meetings?,Span
2295,"With what word in America, is bitumen used interchangeably?",Span
2296,To what type of aggregate did asphalt used to refer?,Span
2297,What is the geological term for asphalt?,Span
2298,"When mixed wit clay, what is bitumen called?",Span
2299,What is the mixture of bitumen and minerals called?,Span
2300,Who wrote 'Lectures on Pragmatism'?,Span
2301,What did Irvin Rock write about?,Span
2302,Where has 'perception as abduction' come up repeatedly?,Span
2303,What is 'haecceity'?,Span
2304,When was 'Lectures on Pragmatism' published?,Span
2305,What year did the Football Association form?,Span
2306,What year did the Rugby Football Union form?,Span
2307,Who played by their own rules till the 1870's?,Span
2308,How many clubs ended up ratifying the original laws of the game?,Span
2309,At what establishment did the Football Association have their first Meeting?,Span
2310,At what rank does US GM cotton stand in the world?,Span
2311,Waht country has the largest area of GM cotton on Earth?,Span
2312,What was the percentage of GM cotton planted in India in 2011?,Span
2313,What percentage of Australia's cotton crop was GM in 2009?,Span
2314,How much area was planted in India in GM cotton in 2011?,Span
2315,What does gram-positive bacteria have?,Span
2316,What can different structure of the cell walls of bacteria effect?,Span
2317,What is the main defense of human body against eye infections?,Span
2318,Why gram-negative cell bacteria is more toxic than gram-positive bacteria?,Span
2319,What can be endotoxins called?,Span
2320,What were Rome's policies in regards to foreign peoples?,Span
2321,From what were countries in the empire free?,Span
2322,What was Rome's policy towards government?,Span
2323,What did foreign cults gradually begin to display in similarity to Roman cults? ,Span
2324,What was Rome not demanding of in religion of foreign areas of the empire?,Span
2325,"How many days of rain does Nanjing get a year, on average?",Span
2326,How many hours of bright sunshine does Nanjing get each year?,Span
2327,What type of climate does Nanjing enjoy?,Span
2328,"Nanjing is one of three ""Furnacelike"" cities. What are the other two cities?",Span
2329,What monsoon affects Nanjing?,Span
2330,Who thought Burke was like an architect remodeling an old house instead of tearing it down?,Span
2331,What was Cobden an activist against?,Span
2332,What countries did Gladstone think Burke was wise about?,Span
2333,What political party was Gladstone in?,Span
2334,Lord Macaulay thought Burke was the best author since whom?,Span
2335,What office did Ibn Sina receive in Hamadan?,Span
2336,Ibn Sina left Rey and moved southwards to what city?,Span
2337,How many of Ibn Sina's shorter works were said to have been created in Rey?,Span
2338,What modern city of today was Rey in the vicinity of?,Span
2339,What city did Ibn Sina settle in?,Span
2340,About how many Native Americans live in Montana?,Span
2341,Where are the Little Shell Chippewa headquartered?,Span
2342,What year was the Dawes act passed?,Span
2343,When was the Indian Appropriations Act passed?,Span
2344,About what percentage of the Native Americans in Montana live off the reservation?,Span
2345,What did Chopin realize was not ideal for larger spaces after his first successful concert in Paris?,Span
2346,"Once Chopin stopped performing concerts, how did he earn his income?",Span
2347,From whom did Chopin receive his first big endorsement?,Span
2348,When did Chopin receive his first major endorsement from Robert Schumann?,Span
2349,What is stated as a hindrance for Frédéric's ability to perform in large concert spaces?,Span
2350,What did Thomas Laird dismiss the Yuan dynasty as?,Span
2351,When did the yuan dynasty start and end?,Span
2352,How did the Encyclopedia Americana describe the Yuan Dynasty?,Span
2353,How did the The Columbia Encyclopedia describe the Yuan dynasty?,Span
2354,Who wrote the book Khubilai Khan?,Span
2355,What were castles originally built out of?,Span
2356,In what century were castles first built?,Span
2357,In what centuries did fiefs become hereditary?,Span
2358,"In this period, who usually inherited fiefs?",Span
2359,What group constituted the lowest nobility?,Span
2360,What is the most likely outout for the common variety of pheasant ?,Span
2361,What two addtional types of birds are listed in teh Encyclopedia Britanica as poultry?,Span
2362,Do all language make the distinction between poultry and fowls?,Span
2363,Edmund Dixon is most famous for what inclusions in his 1854 book on poultry ?,Span
2364,Who is the authoor of the book Poultry Breeding and Genetics?,Span
2365,"When was the site believed to be ancient city of Shu discovered, and by whom?",Span
2366,"The Shu were an ally of who, according to the Book of Documents?",Span
2367,When were the Chronicles of Huayang compiled?,Span
2368,What did Emperor  Duyu transform himself into after his death?,Span
2369,What does the name Shu refer to?,Span
2370,What was India's majority religion in the 1940s?,Span
2371,What were India's two largest political parties in the 1940s?,Span
2372,Who led the British government elected in 1945?,Span
2373,"When India was split into Hindu and Muslim areas, what country did the Muslim area become?",Span
2374,When did Burma get its independence?,Span
2375,What ingredient makes glass colorful?,Span
2376,What quality of silicate glass allows it to be used for windows?,Span
2377,In what product are glass fibers used to hold dead air?,Span
2378,What in combination with glass fibers is used to make fiberglass?,Span
2379,What type of glass products can be used for sending information?,Span
2380,What was the main government entity that ran the territories like Tibet?,Span
2381,Who first ran Manchuria?,Span
2382,Which emperor allowed Han migration to Dzungaria?,Span
2383,What is another name for Chinese Turkestan?,Span
2384,When did Tibet become part of Qing China?,Span
2385,Who was featured on the copper - nickel dollar?,Span
2386,What did the new $1 coin minted in 2000 feature?,Span
2387,When were silver dollars first minted?,Span
2388,In which century were gold dollars minted?,Span
2389,Which coin was introduced in 1979?,Span
2390,What person marked the religious area ritually?,Span
2391,Who designated the first boundary of Rome?,Span
2392,During what king's reign did 60 Protestants die for heresy?,Span
2393,What two notable figures are cited to have perished for refusing to give up the Church in England?,Span
2394,In what year was the last known person sentenced to death in England for heresy?,Span
2395,What event in England during the 16th century had an outcome of many deaths for heresy?,Span
2396,Under which king were the heresy laws repealed in 1547?,Span
2397,In what area did public rites take place in Rome?,Span
2398,What was the original meaning of the templum in Latin?,Span
2399,What did augers seek to understand through observances?,Span
2400,How many staterooms does the palace have?,Span
2401,How many bathrooms are there?,Span
2402,A large bow is a large feature of the facade in which stateroom?,Span
2403,How many principle bedrooms does the palace have?,Span
2404,How long is the Picture Gallery in yards?,Span
2405,Hans Denck was considered what type of reformer?,Span
2406,Who persecuted the Anabaptists in the 16th century?,Span
2407,Who named the Anabaptists?,Span
2408,What baptism do Anabaptists reject?,Span
2409,What does the word Anabaptist describe?,Span
2410,What year did the intercommunal violence between Greek and Cypriots occur?,Span
2411,What year was Cyprus granted independence?,Span
2412,What year was Cyprus annexed by Britain?,Span
2413,When was Cyprus placed under British administration?,Span
2414,How many Turkish Cypriots were displaced due to the 11 year violence in 1963? ,Span
2415,Who called American Idol a conniving multimedia monster?,Span
2416,What did American Idols first winner sing at the Lincoln Memorial in 2002? ,Span
2417,Which journalist felt Idol produced entertaining TV more than entertaining music?,Span
2418,Where did the season one winner sing the national anthem that received huge criticism?,Span
2419,Which publication did Tucker work for?,Span
2420,The ZIF insertion used by Nintendo was set to emulate what device?,Span
2421,What material were the connector springs made of?,Span
2422,What material comprised the game cartridge connectors?,Span
2423,The force of pushing in the cartridge did what to the device over eventual use?,Span
2424,What does ZIF stand for?,Span
2425,What was the first state in this region to adopt Christianity? ,Span
2426,What nearly was known as the original 'Christian faith'?,Span
2427,When did Armenia adopt Christianity?,Span
2428,When did Georgia adopt Christianity? ,Span
2429,What was the region of Eastern Europe called in 1 AD?,Span
2430,What was the name of the treaty that ended the war?,Span
2431,In which year was the treaty signed?,Span
2432,How long did the U.S. continue to maintain control over the state capital after the treaty?,Span
2433,Control over which current U.S. state was given to the U.S. under this treaty?,Span
2434,Which American general misunderstood the Mexican message sent to Sacramento Pass?,Span
2435,In which year did Abu Bakr die?,Span
2436,Which caliph ordered the Quran manuscript copied and standardized?,Span
2437,Which scribe led the production of the first written Quran?,Span
2438,Which caliph decided to preserve the Quran as a single book after some of Muhammad's companions were killed in battle?,Span
2439,Who took possession of the first Quran manuscript after Abu Bakr?,Span
2440,What group was established in response to Executive Order 9808?,Span
2441,What was the committee especially disturbed by as indicated in their report?,Span
2442,What was the Executive Order 9808 issued in response to?,Span
2443,"In which year were the ""To Secure These Rights"" findings published?",Span
2444,"Who in the generation following the ""To Secure These Rights"" findings sign legislation for affirmative action into law?",Span
2445,Who supported Beg?,Span
2446,Who ruled Kashgaria?,Span
2447,What title did the emperor hold in Mongolia?,Span
2448,When did the British invade Tibet?,Span
2449,What was the name of the agreement between Britain and the Chinese that kept the British out of Tibet?,Span
2450,Who came up with the term antibiosis?,Span
2451,What does antibiosis mean?,Span
2452,When were some kinds of antimicrobials first used?,Span
2453,What type of things did Egyptians and Greeks use?,Span
2454,What methods did people use before antibiotics to treat infections?,Span
2455,In which wars was France defeated?,Span
2456,When did the Thirteen Colonies become independent from Britain?,Span
2457,"When was Britain called the ""workshop of the world""?",Span
2458,Which war caused Britain to lose some of its oldest and most populous colonies?,Span
2459,What did Pax Britannica mean?,Span
2460,What is the name of BYU's fight song?,Span
2461,Why are many BYU athletes older than other schools' players?,Span
2462,How many NCAA varsity teams does BYU have?,Span
2463,What violation can lead to a player being expelled from a sports team?,Span
2464,When does BYU refuse to play athletic games that got the attention of the sports networks?,Span
2465,What was Ozzy Osbourne's first solo album?,Span
2466,What are some thrash metal bands?,Span
2467,Who was the original lead singer of AC/DC who died?,Span
2468,What singer replaced Ozzy Osbourne in Black Sabbath?,Span
2469,Who was the Led Zeppelin drummer who passed away?,Span
2470,In what year did Melbourne set a target to reduce carbon emissions to net zero?,Span
2471,Who is responsible for regulating pollution in Melbourne?,Span
2472,Does Melbourne have one of the largest or smallest carbon footprints in the world?,Span
2473,Which city notably opted not to become carbon neutral in 2009?,Span
2474,By what year did Melbourne state it wished to be completely carbon neutral?,Span
2475,Who were The Sun staffers accused of buying information about?,Span
2476,What was at issue in the 2014 trial?,Span
2477,What were Sun staff accused of in a 2014 trial?,Span
2478,What was the outcome of the jury's deliberation in the trial?,Span
2479,Who was the judge in this particular case?,Span
2480,Who administers formal discipline?,Span
2481,What are Jehovah Witnesses taught that avoiding social and spiritual interaction with disfellowshipped individuals does?,Span
2482,What is the strongest form of discipline the Jehovah Witnesses' judicial committee can render?,Span
2483,What is formed when a baptized member is accused of doing something serious enough for Jehovah Witnesses to take notice?,Span
2484,What do Jehovah Witnesses describe anyone who formally resign from the church as?,Span
2485,"After the bearer of the torch disappeared into a warehouse, what road did the relay reappear on?",Span
2486,Where was the last part of the San Francisco torch relay carried through before getting on a bus?,Span
2487,Where was a makeshift closing ceremony held for the torch relay in San Francisco?,Span
2488,Which wheelchair-bound torchbearer was ejected from the relay for showing a Tibetan flag?,Span
2489,Where did the first relay runner disappear to with the torch??,Span
2490,What instruments does 'kef' use?,Span
2491,What type of music is Richard Hagopian famous for?,Span
2492,What US heavy metal band is comprised of Armenians?,Span
2493,What type of music does Sirusho perform?,Span
2494,What nationality is Charles Aznavour?,Span
2495,The Republican government declared who in charge of the fight against the imperialists?,Span
2496,In which states had Brincourt run military affairs previously?,Span
2497,"Who remained in the capital until August 5, 1865?",Span
2498,Brincourt made preparations to invade which state?,Span
2499,Who surprised the imperial forces in control of Hidalgo?,Span
