qid,query,type
398,"Which film has the director who is older, Angel On The Amazon or The Small World Of Sammy Lee?",bridge_comparison
399,"Which film has the director who is older, Osmanthus Alley or The Story Of A Maid?",bridge_comparison
400,"Who was born later, Shawn Lewfatt or Ken Karpoff?",comparison
401,"Who was born first, Jörn Lenz or Alejandro Romualdo?",comparison
402,"Who died first, Vincent Colyer or Carlo Borghesio?",comparison
403,Where was the place of death of the director of film The First Day Of Freedom?,compositional
404,"Which film whose director is younger, The Strange Mrs. Crane or Viol@?",bridge_comparison
405,Do David Elliot (Illustrator) and Eustace William Ferguson share the same nationality?,comparison
406,"Which film was released earlier, Soul Boy or Peut-Être?",comparison
407,What is the place of birth of Abdulaziz Nasser Al Shamsi's wife?,compositional
408,"Which film has the director who is older, Poonthenaruvi or Fun In The Barracks?",bridge_comparison
409,Are both Popolopen and El Diente Peak located in the same country?,comparison
410,Where was the place of death of the director of film Marianela (1940 Film)?,compositional
411,Which country the director of film Ulzhan is from?,compositional
412,Who is the spouse of the director of film Manamagan Thevai?,compositional
413,Who is Agnes Of Denmark's paternal grandfather?,inference
414,"Which film has the director who is older than the other, The Secret Witness or Mentioned In Confidence? ",bridge_comparison
415,"Which film was released earlier, It'S Never Too Late To Mend or The Bride'S Journey?",comparison
416,"Which film has the director born earlier, Count Varenne'S Lover or The Girl On The Pier?",bridge_comparison
417,"Which film has the director who was born first, Ronia, The Robber'S Daughter (Film) or Annie-For-Spite?",bridge_comparison
418,Where was the place of death of the director of film I Was A Convict?,compositional
419,Who was born first out of Michal Vabroušek and Laurie Rowley?,comparison
420,"Which film has the director born later, He Comes Up Smiling or The Christine Jorgensen Story?",bridge_comparison
421,"Which film has the director who died earlier, Sealed Lips or Broken Threads?",bridge_comparison
422,Was Recep Çetin or Kim Ho born first?,comparison
423,"Which film has the director who died earlier, The Third Visitor or The Dangerous Dude?",bridge_comparison
424,What is the place of birth of the director of film Poison Ivy Ii: Lily?,compositional
425,Who is Cornelia (Wife Of Caesar)'s child-in-law?,inference
426,"Which film whose director was born first, Desert Mesa or Fires Were Started?",bridge_comparison
427,Are both director of film Krodham and director of film Sangamam (1977 Film) from the same country?,bridge_comparison
428,What is the place of birth of the director of film Winds Of The Pampas?,compositional
429,Where was the director of film Life Of An Actress born?,compositional
430,"Which film has the director who died first, Picture Brides or My Brother Jonathan?",bridge_comparison
431,What is the place of birth of the director of film The Great Sensation?,compositional
432,"Who was born first, Phoebe Chapple or Luis Alberto Luna Tobar?",comparison
433,Who is the paternal grandfather of George Tupou V?,inference
434,"Who was born first, János Damjanich or Bertram J. Rodgers?",comparison
435,"Which film has the director who was born later, A Quiet Place In The Country or When Were You Born?",bridge_comparison
436,Who is the maternal grandfather of Adelaide Of Aquitaine?,inference
437,"Which film has the director who was born later, Linden Lady On The Rhine or My General'S Women?",bridge_comparison
438,"Are both movies, Prisoner Of Paradise (2002 Film) and Bridge To Terabithia (1985 Film), from the same country?",comparison
439,"Which film has the director born first, A.P.E.X. or Quax In Africa?",bridge_comparison
440,What is the place of birth of the director of film Being Human (2005 Film)?,compositional
441,Who is the spouse of the director of film The Thin Line (1980 Film)?,compositional
442,Where was the place of death of the director of film Jail Yatra?,compositional
443,Who is the spouse of the director of film Terminal Bliss?,compositional
444,"Which film whose director was born first, Harvest: 3,000 Years or The Artist'S Wife?",bridge_comparison
445,"Which film was released more recently, Desert Of Lost Men or La Terrazza?",comparison
446,Are Hopen Church and Spind Church located in the same country?,comparison
447,Which country the director of film Dika: Murder City is from?,compositional
448,"Which film has the director who is older, The Melon Route or Cilvēka Bērns?",bridge_comparison
449,"Which film was released more recently, The Peak Scaler or Pehla Pehla Pyaar?",comparison
450,"Which film was released more recently, Patel S. I. R. or Submarine Alert?",comparison
451,Was Bronisław Dembowski or Carlo Delle Piane born first?,comparison
452,Are director of film Frontera Sur (1998 Film) and director of film Black Litter both from the same country?,bridge_comparison
453,Where was the father of Callum Saunders born?,compositional
454,"Which film was released earlier, Beauty And The Bastard or Crazy On The Outside?",comparison
455,"Which film has the director who was born later, They Who Dare or False Pretenses?",bridge_comparison
456,"Did the bands Malavsky Family and Survay Says!, originate from the same country?",comparison
457,Do director of film Sebastian And The Sparrow and director of film Couldn'T Be Fairer share the same nationality?,bridge_comparison
458,Where was the place of death of the director of film Hitch Hike Lady?,compositional
459,Which country the director of film Hardcase (1972 Film) is from?,compositional
460,Where was the director of film Pistol Whipped born?,compositional
461,Who is the spouse of the director of film Flower Of Night?,compositional
462,Where did the director of film White Rabbit (Film) graduate from?,compositional
463,"Which film was released earlier, The Singing Revolution or Mon Premier Amour?",comparison
464,"Who is the father of George, Emperor Of Trebizond?",inference
465,"Who is younger, Denise Kandel or Bruce Robinson?",comparison
466,What is the place of birth of the director of film The Venetian Affair (Film)?,compositional
467,"Who is the spouse of the composer of film Kalle Stropp, Grodan Boll Och Deras Vänner?",compositional
468,"Which film has the director born later, Children Of Sarajevo or Carole Matthieu?",bridge_comparison
469,Where was the director of film The Happening (1967 Film) born?,compositional
470,"Which film has the director born later, The New Moscow or The Jacket?",bridge_comparison
471,"Which film whose director was born first, Neapolitans In Milan or Yo También Tengo Fiaca?",bridge_comparison
472,Where was the father of Abby Rockefeller (Ecologist) born?,compositional
473,"Which film was released more recently, Serenade In Acapulco or Viridiana?",comparison
474,"Which film has the director born later, The Purple Plain or Chief Guest?",bridge_comparison
475,"Who is younger, Achim Steiner or Norberto Bravo?",comparison
476,"Where was the director of film Heaven, We Inherit A Castle born?",compositional
477,Where was the director of film Love In The Ring born?,compositional
478,Who is the maternal grandmother of Louise Sophie Of Hanau-Lichtenberg?,inference
479,"Which film has the director who died earlier, 11 Harrowhouse or A Little Sister Of Everybody?",bridge_comparison
480,"Which film has the director born earlier, Questa Volta Parliamo Di Uomini or The Heart Of A Man?",bridge_comparison
481,What nationality is the director of film They Call It Love?,compositional
482,What is the place of birth of Pierre-Gilles Lakafia's father?,compositional
483,Where was the director of film Meet Monica Velour born?,compositional
484,"Which film was released more recently, Ghosts Of Abu Ghraib or Gents Without Cents?",comparison
485,"Do the movies Where'S Sally? and On Chesil Beach (Film), originate from the same country?",comparison
486,"Which film has the director who was born earlier, The Assassination Of Trotsky or My Life Is Hell?",bridge_comparison
487,Are It’S A Matter Of Love and The Trusted Outlaw from the same country?,comparison
488,What is the place of birth of the director of film Under The Boardwalk (Film)?,compositional
489,Where was the director of film Evil Eyes born?,compositional
490,Are Breville and Jakab Industries both located in the same country?,comparison
491,Who is the spouse of the director of film A Thousand And One Wives?,compositional
492,Who is the maternal grandmother of Countess Johanna Magdalene Of Hanau-Lichtenberg?,inference
493,Are director of film End Of Days (Film) and director of film Shiner (2004 Film) both from the same country?,bridge_comparison
494,"Which song was released earlier, Femme Like U (Donne-Moi Ton Corps) or Find You (Zedd Song)?",comparison
